2020-01-15 18:00:00,109.933,109.934,109.933,109.934
2020-01-15 18:01:00,109.934,109.934,109.932,109.932
2020-01-15 18:02:00,109.932,109.932,109.932,109.932
2020-01-15 18:03:00,109.932,109.935,109.932,109.935
2020-01-15 18:04:00,109.935,109.939,109.934,109.936
2020-01-15 18:05:00,109.935,109.94,109.935,109.939
2020-01-15 18:06:00,109.94,109.94,109.938,109.938
2020-01-15 18:07:00,109.938,109.939,109.938,109.939
2020-01-15 18:08:00,109.938,109.938,109.938,109.938
2020-01-15 18:09:00,109.938,109.938,109.934,109.934
2020-01-15 18:10:00,109.934,109.939,109.934,109.939
2020-01-15 18:11:00,109.939,109.939,109.937,109.938
2020-01-15 18:12:00,109.939,109.94,109.932,109.932
2020-01-15 18:13:00,109.932,109.932,109.93,109.93
2020-01-15 18:14:00,109.932,109.932,109.926,109.928
2020-01-15 18:15:00,109.926,109.927,109.926,109.926
2020-01-15 18:16:00,109.927,109.927,109.927,109.927
2020-01-15 18:17:00,109.927,109.93,109.927,109.927
2020-01-15 18:18:00,109.928,109.933,109.928,109.932
2020-01-15 18:19:00,109.932,109.932,109.927,109.93
2020-01-15 18:20:00,109.929,109.93,109.927,109.93
2020-01-15 18:21:00,109.929,109.942,109.929,109.936
2020-01-15 18:22:00,109.935,109.935,109.935,109.935
2020-01-15 18:23:00,109.935,109.935,109.935,109.935
2020-01-15 18:24:00,109.935,109.935,109.935,109.935
2020-01-15 18:25:00,109.935,109.935,109.929,109.93
2020-01-15 18:26:00,109.931,109.932,109.931,109.932
2020-01-15 18:27:00,109.932,109.932,109.932,109.932
2020-01-15 18:28:00,109.932,109.932,109.929,109.929
2020-01-15 18:29:00,109.929,109.929,109.929,109.929
2020-01-15 18:30:00,109.93,109.93,109.929,109.929
2020-01-15 18:31:00,109.929,109.929,109.924,109.924
2020-01-15 18:32:00,109.924,109.927,109.924,109.924
2020-01-15 18:33:00,109.924,109.925,109.924,109.925
2020-01-15 18:34:00,109.924,109.924,109.921,109.922
2020-01-15 18:35:00,109.922,109.922,109.918,109.918
2020-01-15 18:36:00,109.918,109.918,109.917,109.918
2020-01-15 18:37:00,109.918,109.918,109.912,109.916
2020-01-15 18:38:00,109.916,109.916,109.914,109.914
2020-01-15 18:39:00,109.913,109.915,109.912,109.914
2020-01-15 18:40:00,109.916,109.921,109.915,109.921
2020-01-15 18:41:00,109.921,109.932,109.921,109.928
2020-01-15 18:42:00,109.928,109.928,109.928,109.928
2020-01-15 18:43:00,109.929,109.931,109.927,109.927
2020-01-15 18:44:00,109.925,109.925,109.92,109.92
2020-01-15 18:45:00,109.92,109.923,109.919,109.923
2020-01-15 18:46:00,109.923,109.93,109.919,109.929
2020-01-15 18:47:00,109.928,109.93,109.925,109.927
2020-01-15 18:48:00,109.928,109.93,109.927,109.927
2020-01-15 18:49:00,109.926,109.927,109.926,109.927
2020-01-15 18:50:00,109.927,109.93,109.927,109.928
2020-01-15 18:51:00,109.93,109.936,109.93,109.935
2020-01-15 18:52:00,109.935,109.941,109.934,109.937
2020-01-15 18:53:00,109.937,109.937,109.934,109.934
2020-01-15 18:54:00,109.934,109.936,109.933,109.935
2020-01-15 18:55:00,109.936,109.939,109.934,109.935
2020-01-15 18:56:00,109.935,109.935,109.932,109.933
2020-01-15 18:57:00,109.933,109.936,109.933,109.933
2020-01-15 18:58:00,109.934,109.935,109.934,109.934
2020-01-15 18:59:00,109.934,109.935,109.933,109.935
2020-01-15 19:00:00,109.934,109.934,109.928,109.928
2020-01-15 19:01:00,109.927,109.927,109.927,109.927
2020-01-15 19:02:00,109.927,109.927,109.927,109.927
2020-01-15 19:03:00,109.928,109.93,109.928,109.929
2020-01-15 19:04:00,109.929,109.929,109.929,109.929
2020-01-15 19:05:00,109.931,109.936,109.931,109.933
2020-01-15 19:06:00,109.933,109.933,109.924,109.926
2020-01-15 19:07:00,109.928,109.93,109.928,109.93
2020-01-15 19:08:00,109.929,109.93,109.928,109.928
2020-01-15 19:09:00,109.928,109.928,109.926,109.926
2020-01-15 19:10:00,109.926,109.926,109.926,109.926
2020-01-15 19:11:00,109.926,109.928,109.926,109.928
2020-01-15 19:12:00,109.927,109.928,109.927,109.928
2020-01-15 19:13:00,109.929,109.934,109.929,109.934
2020-01-15 19:14:00,109.932,109.932,109.926,109.926
2020-01-15 19:15:00,109.927,109.935,109.927,109.928
2020-01-15 19:16:00,109.928,109.929,109.926,109.927
2020-01-15 19:17:00,109.929,109.932,109.927,109.93
2020-01-15 19:18:00,109.93,109.93,109.929,109.929
2020-01-15 19:19:00,109.929,109.929,109.929,109.929
2020-01-15 19:20:00,109.93,109.934,109.929,109.929
2020-01-15 19:21:00,109.929,109.93,109.928,109.93
2020-01-15 19:22:00,109.928,109.932,109.928,109.931
2020-01-15 19:23:00,109.932,109.935,109.931,109.934
2020-01-15 19:24:00,109.935,109.941,109.935,109.941
2020-01-15 19:25:00,109.94,109.94,109.936,109.938
2020-01-15 19:26:00,109.938,109.938,109.934,109.934
2020-01-15 19:27:00,109.936,109.938,109.935,109.935
2020-01-15 19:28:00,109.936,109.936,109.934,109.934
2020-01-15 19:29:00,109.934,109.934,109.934,109.934
2020-01-15 19:30:00,109.936,109.936,109.934,109.934
2020-01-15 19:31:00,109.934,109.934,109.934,109.934
2020-01-15 19:32:00,109.934,109.934,109.934,109.934
2020-01-15 19:33:00,109.933,109.933,109.933,109.933
2020-01-15 19:34:00,109.933,109.933,109.933,109.933
2020-01-15 19:35:00,109.933,109.936,109.933,109.934
2020-01-15 19:36:00,109.933,109.935,109.933,109.933
2020-01-15 19:37:00,109.935,109.935,109.933,109.933
2020-01-15 19:38:00,109.933,109.935,109.933,109.933
2020-01-15 19:39:00,109.932,109.933,109.932,109.932
2020-01-15 19:40:00,109.93,109.93,109.923,109.923
2020-01-15 19:41:00,109.923,109.93,109.921,109.93
2020-01-15 19:42:00,109.929,109.933,109.927,109.927
2020-01-15 19:43:00,109.928,109.93,109.927,109.927
2020-01-15 19:44:00,109.928,109.929,109.926,109.926
2020-01-15 19:45:00,109.926,109.926,109.926,109.926
2020-01-15 19:46:00,109.926,109.926,109.918,109.92
2020-01-15 19:47:00,109.921,109.921,109.917,109.919
2020-01-15 19:48:00,109.92,109.921,109.919,109.921
2020-01-15 19:49:00,109.921,109.93,109.921,109.927
2020-01-15 19:50:00,109.926,109.927,109.926,109.927
2020-01-15 19:51:00,109.928,109.928,109.926,109.927
2020-01-15 19:52:00,109.928,109.931,109.928,109.928
2020-01-15 19:53:00,109.929,109.933,109.928,109.931
2020-01-15 19:54:00,109.929,109.929,109.927,109.927
2020-01-15 19:55:00,109.927,109.93,109.927,109.928
2020-01-15 19:56:00,109.929,109.93,109.926,109.926
2020-01-15 19:57:00,109.926,109.926,109.926,109.926
2020-01-15 19:58:00,109.926,109.927,109.926,109.926
2020-01-15 19:59:00,109.927,109.928,109.926,109.928
2020-01-15 20:00:00,109.928,109.931,109.928,109.93
2020-01-15 20:01:00,109.928,109.93,109.928,109.93
2020-01-15 20:02:00,109.93,109.93,109.928,109.93
2020-01-15 20:03:00,109.932,109.933,109.931,109.933
2020-01-15 20:04:00,109.933,109.933,109.927,109.927
2020-01-15 20:05:00,109.927,109.927,109.927,109.927
2020-01-15 20:06:00,109.928,109.931,109.927,109.931
2020-01-15 20:07:00,109.933,109.933,109.933,109.933
2020-01-15 20:08:00,109.934,109.936,109.933,109.934
2020-01-15 20:09:00,109.934,109.934,109.93,109.932
2020-01-15 20:10:00,109.932,109.932,109.927,109.93
2020-01-15 20:11:00,109.929,109.932,109.928,109.932
2020-01-15 20:12:00,109.931,109.931,109.93,109.93
2020-01-15 20:13:00,109.928,109.928,109.928,109.928
2020-01-15 20:14:00,109.928,109.928,109.926,109.927
2020-01-15 20:15:00,109.927,109.932,109.927,109.932
2020-01-15 20:16:00,109.932,109.936,109.932,109.936
2020-01-15 20:17:00,109.937,109.937,109.936,109.937
2020-01-15 20:18:00,109.937,109.937,109.933,109.933
2020-01-15 20:19:00,109.933,109.934,109.931,109.933
2020-01-15 20:20:00,109.932,109.935,109.928,109.935
2020-01-15 20:21:00,109.935,109.935,109.934,109.934
2020-01-15 20:22:00,109.935,109.935,109.935,109.935
2020-01-15 20:23:00,109.934,109.936,109.934,109.936
2020-01-15 20:24:00,109.935,109.935,109.933,109.933
2020-01-15 20:25:00,109.931,109.932,109.93,109.931
2020-01-15 20:26:00,109.932,109.935,109.932,109.934
2020-01-15 20:27:00,109.934,109.934,109.934,109.934
2020-01-15 20:28:00,109.933,109.934,109.933,109.934
2020-01-15 20:29:00,109.933,109.933,109.933,109.933
2020-01-15 20:30:00,109.933,109.936,109.933,109.936
2020-01-15 20:31:00,109.934,109.934,109.932,109.932
2020-01-15 20:32:00,109.931,109.932,109.93,109.932
2020-01-15 20:33:00,109.933,109.935,109.933,109.933
2020-01-15 20:34:00,109.933,109.933,109.933,109.933
2020-01-15 20:35:00,109.933,109.934,109.933,109.934
2020-01-15 20:36:00,109.934,109.934,109.933,109.933
2020-01-15 20:37:00,109.934,109.939,109.934,109.939
2020-01-15 20:38:00,109.939,109.939,109.937,109.939
2020-01-15 20:39:00,109.939,109.939,109.939,109.939
2020-01-15 20:40:00,109.938,109.938,109.937,109.937
2020-01-15 20:41:00,109.938,109.938,109.937,109.938
2020-01-15 20:42:00,109.938,109.94,109.938,109.938
2020-01-15 20:43:00,109.938,109.938,109.938,109.938
2020-01-15 20:44:00,109.938,109.94,109.938,109.938
2020-01-15 20:45:00,109.939,109.939,109.937,109.937
2020-01-15 20:46:00,109.937,109.937,109.937,109.937
2020-01-15 20:47:00,109.937,109.938,109.937,109.937
2020-01-15 20:48:00,109.937,109.939,109.932,109.939
2020-01-15 20:49:00,109.939,109.946,109.937,109.937
2020-01-15 20:50:00,109.937,109.938,109.932,109.937
2020-01-15 20:51:00,109.937,109.937,109.937,109.937
2020-01-15 20:52:00,109.936,109.937,109.936,109.937
